track_loc,race_no,date,dog_id,bsp
1312,Warrnambool,4,26-12-2022,MORAINE MARCO,4.184135017
1313,Warrnambool,8,26-12-2022,INGA ZACH,24.607664075765065
1314,Warrnambool,8,26-12-2022,MORAINE BALOO,6.338192282213566
1315,Warrnambool,1,26-12-2022,CRYMELON SPIRIT,3.6
1316,Warrnambool,1,26-12-2022,SAINT MILLY,8.041936986481502
1317,Warrnambool,1,26-12-2022,SAINT BOGAN,17.0
1318,Ipswich,4,26-12-2022,KELMAR SOXY,3.25
1319,Ipswich,6,26-12-2022,OUT OF TURMOIL,44.0
1320,Ipswich,8,26-12-2022, GOLDEN CREST,73.653558999
1321,Ipswich,9,26-12-2022,POUND DOWN,15.510749841635114
1322,Ipswich,9,26-12-2022,SONGAR VALENTINE,22.0
1323,Ipswich,10,26-12-2022,MAGIC MINDY,5.764772726
1324,Ipswich,10,26-12-2022,BERNIE BOOM,3.6
1325,Ipswich,10,26-12-2022,MINNESOTA NIGHTS,98.83999151676426
1326,Ipswich,12,26-12-2022,MY GAL COOKIE,38.0
1327,Ipswich,12,26-12-2022,MAGIC SIMON,13.5
1328,Albion,2,26-12-2022,THERES A SHADOW,4.3
1329,Albion,2,26-12-2022,AMBER DAYS,27.319567368130667
1330,Albion,5,26-12-2022,LORD YURI,4.620559006806026
1331,Albion,5,26-12-2022,QUICK CASH,36.0
1332,Albion,7,26-12-2022,BLACK MONARO,9.360899996426596
1333,Albion,7,26-12-2022,WHISKEY BUSINESS,29.491446615591705
1334,Albion,8,26-12-2022,DEEMED A LIAR,2.283288536736764
1335,Albion,9,26-12-2022,APPLEJACK FLY,11.5
1336,Albion,9,26-12-2022,CRYSTAL CHAOS,50.90557525935935
1337,Albion,10,26-12-2022,STARDUST DREAMS,60.0
1338,Albion,10,26-12-2022,SNEAKY JIM,45.56313624129993
1347,Nowra,8,26-12-2022,MUDLARK MIDNIGHT,8.4
1348,Nowra,8,26-12-2022,JOHANNA JEWEL,54.544363837
1349,Gunnedah,12,26-12-2022,BEE CASEY,40.715292906718695
1350,Gunnedah,12,26-12-2022,ARROGANT PHOENIX,138.106992735
1353,Shepparton,11,26-12-2022,NARCISSUS,5.317535192
1354,Ballarat,7,26-12-2022,CONOR PASS,7.6
1355,Sale,4,26-12-2022,RIO RIPLEY,12.5
1356,Geelong,1,26-12-2022,PIE HARD,16.0
1357,Warrnambool,3,26-12-2022,URANA VIERI,36.0
1358,Warrnambool,12,26-12-2022,WESTSIDE WONDER,3.146316064724288
1364,Maitland,10,26-12-2022,MAGNUM KEY EYE,1.83579818437056
1376,Angle,4,26-12-2022,PARAMOUNT RUSH,2.585901767785072
1377,Angle,4,26-12-2022,ACHING,2.22522191565382
1378,Launceston,1,26-12-2022,EFFICACIOUS,8.0
1379,Launceston,3,26-12-2022,OLD ECCA,12.0
1380,Launceston,5,26-12-2022,INFERNO GIRL,55.0
1381,Launceston,9,26-12-2022,STICKER STING,5.756137664
1382,Launceston,9,26-12-2022,DEWANA SPEED,3.463682693731899
1383,Launceston,9,26-12-2022,BOYS ALL CLASS,32.273853399530054
1384,Launceston,10,26-12-2022,CIRCLES,8.355890644859754
1385,Launceston,10,26-12-2022,NOISY NELLY,47.20413433033537
1386,Launceston,10,26-12-2022,LITTLE MAC,27.7265870198622
1387,Horsham,3,26-12-2022,CAROB BALE,12.5
1388,Horsham,3,26-12-2022,MAJESTIC JEWEL,10.97524699685028
1389,Horsham,7,26-12-2022,ASTON KHAN,3.877445648
1407,Ballarat,8,26-12-2022,ROXY CRUMPET,5.991967530183029
1408,Ballarat,2,26-12-2022,JOLLY JOHNNY,3.4
1409,Nowra,3,26-12-2022,TAKAHI CHISUM,15.05767950489593
1410,Sale,8,26-12-2022,ALPINE BUTTERFLY,7.558452528460474
1411,Sale,8,26-12-2022,ARIARNE BALE,6.148232253890894
1412,Sale,8,26-12-2022,DOOKIE DEVIL,4.2
1413,Addington,3,26-12-2022,PARIS BANDIT,220.0
1414,Ballarat,4,26-12-2022,ASTON ESME,32.0
1415,Warrnambool,2,26-12-2022,BACK PAT,74.01196484461661
1416,Murray,2,26-12-2022,CYPRESS,26.0
1417,Horsham,1,26-12-2022,SAINT KIMETTO,3.4
1418,Horsham,1,26-12-2022,SAINT ASH,310.43798272337773
1419,Horsham,2,26-12-2022,ESKIMO FLY,14.47329665146768
1420,Horsham,2,26-12-2022,IMPRESS ROLLS,6.6
1421,Horsham,5,26-12-2022,CITI FIELD,42.0
1422,Horsham,5,26-12-2022,FIREWEED,25.0
1423,Maitland,3,26-12-2022,DOING TIME,6.4
1424,Maitland,6,26-12-2022,COOL HAUNTING,40.67538951
1425,Gunnedah,2,26-12-2022,AMY ALLSORTS,448.5236188291757
1426,Gunnedah,1,26-12-2022,RABS SHOUT,2.1168453428636447
1427,Gunnedah,1,26-12-2022,CLOVER,36.0
1428,Gunnedah,3,26-12-2022,JIMMY JOE,1.9806428193402732
1429,Gunnedah,4,26-12-2022,MOLLY AND ME,193.82712468085805
1430,Gunnedah,4,26-12-2022,CRUZIN ACE,4.9
1431,Gunnedah,5,26-12-2022,CHILLI CHERRY,3.15
1432,Gunnedah,5,26-12-2022,SAUDADE,8.0
1433,Gunnedah,7,26-12-2022,BE GOOD BEACH,10.5
1434,Gunnedah,8,26-12-2022,LIEUTENANT DAN,6.2
1435,Gunnedah,8,26-12-2022,ALFIES ANGEL,5.797616771
1436,Gunnedah,9,26-12-2022,BEST OF ALICE,38.60915395536023
1437,Gunnedah,11,26-12-2022,WINLOCK BUFF,95.0
1438,Gunnedah,11,26-12-2022,SKETCHY COMRADE,42.0
1439,Angle,2,26-12-2022,FAR OUT LEXI,13.0
1440,Angle,8,26-12-2022,MISSILE EDITION,49.36300075834616
1441,Angle,8,26-12-2022,INDY VAN COOL,4.475903517603729
1442,Angle,9,26-12-2022,NEW YEAR TEARS,3.21251548836306
1443,Angle,10,26-12-2022,HOT SKY,2.0198970525782345
1444,Angle,10,26-12-2022,PARAMOUNT ROSE,6.461164788385505
1445,Nowra,2,26-12-2022,BLAME EVIE,6.125343214351743
1446,Nowra,9,26-12-2022,MUDLARK CHARLIE,2.98
1447,Nowra,9,26-12-2022,JIMMY BALE,3.4
1448,Nowra,9,26-12-2022,MORE CRACKERS,51.733768511554224
1455,Nowra,1,26-12-2022,ON BAIL,5.4
1456,Nowra,1,26-12-2022,THREES A CHARM,60.0
1462,Ballarat,9,26-12-2022,CHASING THUNDER,16.79539343548415
1463,Ballarat,9,26-12-2022,MAHOGANY FLAME,102.10442869523077
1464,Ballarat,9,26-12-2022,MIBIN MAGIC,21.0
1465,Ballarat,11,26-12-2022,INTER CLEM,11.5
1466,Ballarat,12,26-12-2022, ROYAL ABILITY,15.395325156335025
1467,Ballarat,12,26-12-2022,BISSAKA SPIDER,81.550642908
1469,Sale,12,26-12-2022,VARIATION,250.0
1470,Sale,12,26-12-2022,TOM KEEPING,7.197653392
1471,Sale,12,26-12-2022,JEZZA BENCE,85.0
1474,Geelong,4,26-12-2022,PALUMA,78.719082092
1475,Albion,1,26-12-2022,LOST SIGNAL,2.268269499403978
1476,Nowra,6,26-12-2022,LIVIN LOVIN,74.03693077851962
1477,Nowra,6,26-12-2022,STILTON FRECKLE,8.267221007
1478,Warrnambool,6,26-12-2022,BLAZING ARNIE,5.0
1488,Murray,5,26-12-2022,SUNSHOT,6.8
1489,Murray,5,26-12-2022,JET AGE,22.929829842449664
1490,Addington,2,26-12-2022,HOMEBUSH MAKAYLA,16.190094723659566
